title,price,rating,total_reviews,product_description,reviews,reviews_rating,Shoe Type,word_count,char_count,title_length,price_length,rating_length,total_reviews_length,product_description_length,reviews_length,reviews_rating_length,Shoe Type_length,text_length,reviews_stemmed,title_stemmed,reviews_lemmatized,title_lemmatized,reviews_sentiment,sentiment_category,sentiment_encoded
sparx mens sdg casual shoes,,4.2,,The product will be an excellent pick for you. It ensures an easy maintenance.,great style shoes must buy best good one undoubtedly one best sparx beauty quality product nice sneaker satisfied thank amazon best price,5.0 out of 5 stars|| 5.0 out of 5 stars|| 4.0 out of 5 stars|| 5.0 out of 5 stars|| 4.0 out of 5 stars|| 5.0 out of 5 stars|| 4.0 out of 5 stars|| 1.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars,Men,14,78,32,7,18,11,78,203,207,3,203,great style shoe must buy best good one undoubtedli one best sparx beauti qualiti product nice sneaker satisfi thank amazon best price,sparx men sdg casual shoe,great style shoe must buy best good one undoubtedly one best sparx beauty quality product nice sneaker satisfied thank amazon best price,sparx men sdg casual shoe,0.7999999999999999,Positive,1
ethics mens stylish sports running shoes,,3.7,,Ethics Introduces A Globally Inspired & Innovative Footwear Line For The Youth That Is Also Cost-Effective. As Each Pair Of Ethics Footwear Is Ultra Light Comfortable Durable Ready To Take On Challenges And Perform With Gusto And Energy. Amazon Presents An Amazing Range Of Ethics Footwear For Men/Boys Who Want To Look Perfect For Every Occasion.,happy product mind blowing good must buy durable product r original air shoes reviews value money light strong good,5.0 out of 5 stars|| 5.0 out of 5 stars|| 4.0 out of 5 stars|| 5.0 out of 5 stars|| 4.0 out of 5 stars|| 2.0 out of 5 stars|| 3.0 out of 5 stars|| 3.0 out of 5 stars|| 4.0 out of 5 stars|| 2.0 out of 5 stars,Men,56,347,41,7,18,11,347,155,207,3,155,happi product mind blow good must buy durabl product r origin air shoe review valu money light strong good,ethic men stylish sport run shoe,happy product mind blowing good must buy durable product r original air shoe review value money light strong good,ethic men stylish sport running shoe,0.5680555555555555,Positive,1
bata mens denim sneaker,,5.0,,Very trendy and comfortable shoes,comfy,5.0 out of 5 stars,Men,5,33,24,7,18,9,33,9,18,3,9,comfi,bata men denim sneaker,comfy,bata men denim sneaker,0.0,Neutral,0
trock socks light weight sports running shoes,,3.4,,Flaunt with these stylish and unique red casual shoes as per the latest fashion trend from the house of T-Rock  Brand known for its wide range of men's casual formal sports/running ethnic party wear shoes. This pair is having classic style which will add glamour to your look. These shoes go well with your casual wear. Team it with your casual attire to complete your perfect casual or party look.,bad gd good shoes quality expected good product nice product quality expected okay value money bad quality,1.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 2.0 out of 5 stars|| 5.0 out of 5 stars|| 4.0 out of 5 stars|| 2.0 out of 5 stars|| 3.0 out of 5 stars|| 4.0 out of 5 stars|| 1.0 out of 5 stars,Men,70,398,46,7,18,12,398,170,207,3,170,bad gd good shoe qualiti expect good product nice product qualiti expect okay valu money bad qualiti,trock sock light weight sport run shoe,bad gd good shoe quality expected good product nice product quality expected okay value money bad quality,trock sock light weight sport running shoe,0.11250000000000003,Positive,1
prolific mens sneakers sports running lace shoes,,3.2,,Spruce up your party style with this pair of Casual from Prolific. Made from imported material with featuring panel and stitch detail these shoes is sure to add to your macho quotient. Pair up with rugged jeans & indo western dresses and watch others go gaga over your style. Prolific presents their collection of footwear to match your corporate profile as well as your casual style. Crafted with quality and the latest trends in mind their footwear ensures you never stay out of style even in your formal self.,average nice shoes good build quality,3.0 out of 5 stars|| 5.0 out of 5 stars,Men,89,512,54,7,18,9,512,44,39,3,44,averag nice shoe good build qualiti,prolif men sneaker sport run lace shoe,average nice shoe good build quality,prolific men sneaker sport running lace shoe,0.3833333333333333,Positive,1
kraasa mens sports shoe,,3.4,,These are worn usually with casual and informal attires but it also depends upon the choice of the wearer. Our Sports shoes are available in eye catching looks and designs.,waste money product comfortable adorable wrost quility average per price finishing good kraasa shoes rough use superb could betteroverall good bad quality sole sole quality bad damaged months,1.0 out of 5 stars|| 4.0 out of 5 stars|| 5.0 out of 5 stars|| 1.0 out of 5 stars|| 3.0 out of 5 stars|| 3.0 out of 5 stars|| 5.0 out of 5 stars|| 4.0 out of 5 stars|| 2.0 out of 5 stars|| 1.0 out of 5 stars,Men,30,172,24,7,18,11,172,271,207,3,271,wast money product comfort ador wrost quiliti averag per price finish good kraasa shoe rough use superb could betteroveral good bad qualiti sole sole qualiti bad damag month,kraasa men sport shoe,waste money product comfortable adorable wrost quility average per price finishing good kraasa shoe rough use superb could betteroverall good bad quality sole sole quality bad damaged month,kraasa men sport shoe,0.12083333333333335,Positive,1
trock mens casual loafers men tan,,3.7,,Flaunt with these stylish and unique red casual shoes as per the latest fashion trend from the house of T-Rock  Brand known for its wide range of men's casual formal sports/running ethnic party wear shoes. This pair is having classic style which will add glamour to your look. These shoes go well with your casual wear. Team it with your casual attire to complete your perfect casual or party look.,hardly month lasts poor performance awesome product good product price size fit mattel quality also good buy item per price awesome low price good quality suppar good okh product honest review,1.0 out of 5 stars|| 4.0 out of 5 stars|| 5.0 out of 5 stars|| 3.0 out of 5 stars|| 5.0 out of 5 stars|| 4.0 out of 5 stars|| 5.0 out of 5 stars|| 3.0 out of 5 stars|| 4.0 out of 5 stars|| 5.0 out of 5 stars,Men,70,398,40,7,18,11,398,252,207,3,252,hardli month last poor perform awesom product good product price size fit mattel qualiti also good buy item per price awesom low price good qualiti suppar good okh product honest review,trock men casual loafer men tan,hardly month last poor performance awesome product good product price size fit mattel quality also good buy item per price awesome low price good quality suppar good okh product honest review,trock men casual loafer men tan,0.42569444444444443,Positive,1
athleo action men fabric sports running shoes grey,,4.3,,ATHLEO is a spectacular range of footwear from the house of Action Shoes. Athleo is dedicated to the application of sports science and innovation in the development of high performance comfortable sports shoes the ground breaking materials and innovative with new technology. We make products for a wide range of sports and activities included running trails walking and training or all day comfort wear.,shoe quality,4.0 out of 5 stars,Men,64,404,55,7,18,9,404,12,18,3,12,shoe qualiti,athleo action men fabric sport run shoe grey,shoe quality,athleo action men fabric sport running shoe grey,0.0,Neutral,0
stylelure mens synthetic leather black formal shoes men,,3.8,,Stylelure formal shoe is Made From Extremely lightweight material  It is nice affordable shoes for everyday use or wedding .This unique design and stylish shoes is to maximize your fashion at the fairest price possible.,avg looking avg quality excellent quality product nice products quality product bad possible want return return money back true reviews shows buy good shoes comfort support great product box open good product stylelure mens black formal shoes,4.0 out of 5 stars|| 5.0 out of 5 stars|| 4.0 out of 5 stars|| 3.0 out of 5 stars|| 1.0 out of 5 stars|| 4.0 out of 5 stars|| 3.0 out of 5 stars|| 5.0 out of 5 stars|| 1.0 out of 5 stars|| 5.0 out of 5 stars,Men,35,219,60,7,18,12,219,339,207,3,339,avg look avg qualiti excel qualiti product nice product qualiti product bad possibl want return return money back true review show buy good shoe comfort support great product box open good product stylelur men black formal shoe,stylelur men synthet leather black formal shoe men,avg looking avg quality excellent quality product nice product quality product bad possible want return return money back true review show buy good shoe comfort support great product box open good product stylelure men black formal shoe,stylelure men synthetic leather black formal shoe men,0.2984848484848485,Positive,1
ethics stylish mens casual running sports shoes,,3.7,,Ethics Introduces A Globally Inspired & Innovative Footwear Line For The Youth That Is Also Cost-Effective. As Each Pair Of Ethics Footwear Is Ultra Light Comfortable Durable Ready To Take On Challenges And Perform With Gusto And Energy. Amazon Presents An Amazing Range Of Ethics Footwear For Men/Boys Who Want To Look Perfect For Every Occasion.,good worth money disappointed one star good product low quality bad bad souel wrong information provided seller comfy,4.0 out of 5 stars|| 5.0 out of 5 stars|| 3.0 out of 5 stars|| 1.0 out of 5 stars|| 4.0 out of 5 stars|| 1.0 out of 5 stars|| 2.0 out of 5 stars|| 1.0 out of 5 stars|| 1.0 out of 5 stars|| 5.0 out of 5 stars,Men,56,347,48,7,18,12,347,168,207,3,168,good worth money disappoint one star good product low qualiti bad bad souel wrong inform provid seller comfi,ethic stylish men casual run sport shoe,good worth money disappointed one star good product low quality bad bad souel wrong information provided seller comfy,ethic stylish men casual running sport shoe,-0.11874999999999997,Negative,-1
unistar jogging walking running narrow toe shoes,,3.7,,Unistar Designed in such a manner so that it gives utmost comfort and is foot friendly without hurting the feet.,way better called brand definately go worst ever product go cheap end money lost shoes really good comfortable softness even brands like nike puma quality bad average product may okok price quality per price comfortable light weight shoes,5.0 out of 5 stars|| 1.0 out of 5 stars|| 1.0 out of 5 stars|| 5.0 out of 5 stars|| 4.0 out of 5 stars|| 5.0 out of 5 stars|| 1.0 out of 5 stars|| 3.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars,Men,20,112,57,7,18,11,112,357,207,3,357,way better call brand defin go worst ever product go cheap end money lost shoe realli good comfort soft even brand like nike puma qualiti bad averag product may okok price qualiti per price comfort light weight shoe,unistar jog walk run narrow toe shoe,way better called brand definately go worst ever product go cheap end money lost shoe really good comfortable softness even brand like nike puma quality bad average product may okok price quality per price comfortable light weight shoe,unistar jogging walking running narrow toe shoe,0.10555555555555557,Positive,1
goldstar running running shoes men blue,,3.1,,Run a few extra miles wearing these sports shoes for men by Goldstar. The synthetic PU (polyurethane) with mesh upper and fabric lining make these lace-ups durable light in weight and comfortable to wear. Not to forget the phylon outsole that further ensures a firm grip to your feet.,worth money order one size good,4.0 out of 5 stars|| 3.0 out of 5 stars,Men,49,284,45,7,18,10,284,41,39,3,41,worth money order one size good,goldstar run run shoe men blue,worth money order one size good,goldstar running running shoe men blue,0.5,Positive,1
